QUOTE_READTIME,VIX,OVX,WLEMUINDXD,USEPUINDXD,GSCPI,STLFSI3,USD_Index,INF,INFECTDISEMVTRACKD
6/25/2020,32.22,62.689999,96.75,225.72,2.65,0.3966,97.43,1.45362,45.75
6/26/2020,34.73,63.689999,193.43,260.33,2.65,0.4468,97.5,1.45362,45.75
6/29/2020,31.78,60.040001,188.51,301.58,2.65,0.4468,97.540001,1.45362,45.75
6/30/2020,30.43,57.66,233.01,292.37,2.4,0.4468,97.389999,1.45362,45.75
7/1/2020,28.62,53.43,99.85,329.62,2.4,0.4468,97.199997,2.06566,45.75
7/2/2020,27.68,51.290001,48.56,249.7,2.4,0.4468,97.32,2.06566,45.75
7/6/2020,27.94,50.73,173.51,389.2,2.4,0.3495,96.790001,2.06566,45.75
7/7/2020,29.43,51.389999,179.41,278.61,2.4,0.3495,96.879997,2.06566,45.75
7/8/2020,28.08,48.849998,104.79,319.33,2.4,0.3495,96.43,2.06566,45.75
7/9/2020,29.26,53.77,60.54,267.49,2.4,0.3495,96.699997,2.06566,45.75
7/10/2020,27.29,49.709999,52.36,259.27,2.4,0.1084,96.650002,2.06566,45.75
7/13/2020,32.19,53.41,167.4,212.54,2.4,0.1084,96.459999,2.06566,45.75
7/14/2020,29.52,53.040001,96.02,308.28,2.4,0.1084,96.260002,2.06566,45.75
7/15/2020,27.76,47.049999,154.34,352.74,2.4,0.1084,96.080002,2.06566,45.75
7/16/2020,28,46.119999,131.3,313.71,2.4,0.1084,96.349998,2.06566,45.75
7/17/2020,25.68,40.220001,128.96,555.06,2.4,0.0744,95.940002,2.06566,45.75
7/20/2020,24.46,42.59,169.39,430.14,2.4,0.0744,95.830002,2.06566,45.75
7/21/2020,24.84,41.099998,70.37,423.52,2.4,0.0744,95.120003,2.06566,9.555
7/22/2020,24.32,41.299999,93.11,297.02,2.4,0.0744,94.970001,2.06566,46.17
7/23/2020,26.08,43.830002,47.78,282.1,2.4,0.0744,94.690002,2.06566,25.725
7/24/2020,25.84,42.349998,165.1,290.25,2.4,-0.172,94.440002,2.06566,39.015
7/27/2020,24.74,41.369999,310.6,521.96,2.4,-0.172,93.669998,2.06566,60.615
7/28/2020,25.44,41.09,39.47,315.73,2.4,-0.172,93.760002,2.06566,36.795
7/29/2020,24.1,39.580002,117.5,370.27,2.4,-0.172,93.260002,2.06566,34.545
7/30/2020,24.76,42.060001,140.52,307.77,2.4,-0.172,93.019997,2.06566,38.205
7/31/2020,24.46,44.43,89.35,384.08,2.8,-0.0187,93.489998,2.06566,29.715
8/3/2020,24.28,41.560001,106.74,271.04,2.8,-0.0187,93.5,2.65518,37.785
8/4/2020,23.76,40.279999,156.05,391.33,2.8,-0.0187,93.379997,2.65518,78.69
8/5/2020,22.99,37.119999,166.7,253.99,2.8,-0.0187,92.830002,2.65518,102.03
8/6/2020,22.65,37.59,92.26,285.63,2.8,-0.0187,92.790001,2.65518,56.535
8/7/2020,22.21,37.43,50.98,276.7,2.8,-0.1273,93.440002,2.65518,51.375
8/10/2020,22.13,35.740002,163.97,388.62,2.8,-0.1273,93.580002,2.65518,76.365
8/11/2020,24.03,37.5,134.69,359.14,2.8,-0.1273,93.629997,2.65518,84.69
8/12/2020,22.28,34.740002,110.59,202.2,2.8,-0.1273,93.440002,2.65518,81.705
8/13/2020,22.13,34.869999,70.69,282.72,2.8,-0.1273,93.339996,2.65518,71.925
8/14/2020,22.05,35.099998,90.78,345.8,2.8,-0.286,93.099998,2.65518,84.975
8/17/2020,21.35,32.43,230.08,350.55,2.8,-0.286,92.849998,2.65518,83.565
8/18/2020,21.51,31.700001,214.21,341.68,2.8,-0.286,92.269997,2.65518,102.555
8/19/2020,22.54,32.849998,133.54,216.18,2.8,-0.286,92.889999,2.65518,79.92
8/20/2020,22.72,32.830002,80.68,250.25,2.8,-0.286,92.790001,2.65518,82.56
8/21/2020,22.54,33.68,75.09,286.03,2.8,-0.0056,93.25,2.65518,81.63
8/24/2020,22.37,32.25,105.15,186.9,2.8,-0.0056,93.300003,2.65518,58.83
8/25/2020,22.03,33.029999,40.07,213.68,2.8,-0.0056,93.019997,2.65518,45.75
8/26/2020,23.27,33.790001,120.41,154.27,2.8,-0.0056,93.010002,2.65518,45.75
8/27/2020,24.47,33.740002,69.39,180.61,2.8,-0.0056,93.010002,2.65518,45.75
8/28/2020,22.96,32.060001,75.27,296.28,2.8,-0.2239,92.370003,2.65518,45.75
8/31/2020,26.41,32.59,88.79,169.1,1.32,-0.2239,92.139999,2.65518,45.75
9/1/2020,26.12,31.74,104.85,204.69,1.32,-0.2239,92.339996,2.8013,45.75
9/2/2020,26.57,35.490002,96.89,237.83,1.32,-0.2239,92.849998,2.8013,45.75
9/3/2020,33.6,41.279999,148.25,243.52,1.32,-0.2239,92.739998,2.8013,45.75
9/4/2020,30.75,44.02,134.77,224.01,1.32,-0.0367,92.720001,2.8013,45.75
9/8/2020,31.46,55.900002,57.61,208.78,1.32,-0.0367,93.480003,2.8013,45.75
9/9/2020,28.81,49.419998,129.44,209.54,1.32,-0.0367,93.260002,2.8013,45.75
9/10/2020,29.71,52.16,91.61,218.1,1.32,-0.0367,93.339996,2.8013,45.75
9/11/2020,26.87,50.130001,83.77,237.03,1.32,0.127,93.330002,2.8013,45.75
9/14/2020,25.85,49.41,224.86,270.62,1.32,0.127,93.07,2.8013,45.75
9/15/2020,25.59,45.189999,179.94,245.27,1.32,0.127,93.050003,2.8013,45.75
9/16/2020,26.04,41.130001,200.05,244.64,1.32,0.127,93.209999,2.8013,45.75
9/17/2020,26.46,38.73,188.28,248.91,1.32,0.127,92.970001,2.8013,45.75
9/18/2020,25.83,39.07,72.64,244.41,1.32,-0.0882,92.93,2.8013,45.75
9/21/2020,27.78,42.889999,51.8,177.56,1.32,-0.0882,93.540001,2.8013,9.555
9/22/2020,26.86,41.279999,114.59,126.1,1.32,-0.0882,93.989998,2.8013,46.17
9/23/2020,28.58,44.639999,52.99,161.46,1.32,-0.0882,94.389999,2.8013,25.725
9/24/2020,28.51,42.880001,79.39,246.25,1.32,-0.0882,94.349998,2.8013,39.015
9/25/2020,26.38,41.41,192.7,252.32,1.32,0.3137,94.580002,2.8013,60.615
9/28/2020,26.19,40.639999,231.34,189.79,1.32,0.3137,94.260002,2.8013,36.795
9/29/2020,26.27,46.130001,141.05,185.6,1.32,0.3137,93.889999,2.8013,34.545
9/30/2020,26.37,44,146.85,207.77,0.6,0.3137,93.889999,2.8013,38.205
10/1/2020,26.7,49.349998,65.93,259.5,0.6,0.3137,93.709999,2.3684,29.715
10/2/2020,27.63,55.509998,154.89,390.29,0.6,-0.0674,93.839996,2.3684,37.785
10/5/2020,27.96,49.439999,68.47,273.84,0.6,-0.0674,93.510002,2.3684,78.69
10/6/2020,29.48,46.599998,271.02,334.28,0.6,-0.0674,93.830002,2.3684,102.03
10/7/2020,28.06,45.5,136.16,426.88,0.6,-0.0674,93.629997,2.3684,56.535
10/8/2020,26.36,41.150002,67.32,294.91,0.6,-0.0674,93.610001,2.3684,51.375
10/9/2020,25,42.380001,153.93,306.7,0.6,-0.2527,93.059998,2.3684,76.365
10/12/2020,25.07,44.040001,253.52,289.7,0.6,-0.2527,93.07,2.3684,84.69
10/13/2020,26.07,46.07,77.31,220.87,0.6,-0.2527,93.529999,2.3684,81.705
10/14/2020,26.4,43.529999,183.8,341.81,0.6,-0.2527,93.379997,2.3684,71.925
10/15/2020,26.97,43.830002,76.31,141.19,0.6,-0.2527,93.860001,2.3684,84.975
10/16/2020,27.41,44.060001,35.89,200.48,0.6,-0.0353,93.68,2.3684,83.565
10/19/2020,29.18,43.349998,159.23,249.35,0.6,-0.0353,93.43,2.3684,102.555
10/20/2020,29.35,43.849998,127.99,234.01,0.6,-0.0353,93.07,2.3684,79.92
10/21/2020,28.65,47.580002,82.99,158.05,0.6,-0.0353,92.610001,2.3684,82.56
10/22/2020,28.11,46.610001,77.08,167.77,0.6,-0.0353,92.949997,2.3684,81.63
10/23/2020,27.55,46.32,140.59,138.34,0.6,-0.0176,92.769997,2.3684,58.83
10/26/2020,32.46,53.049999,220.99,294.62,0.6,-0.0176,93.050003,2.3684,45.75
10/27/2020,33.35,50.220001,105.24,187.07,0.6,-0.0176,92.940002,2.3684,45.75
10/28/2020,40.28,59.610001,163.91,234.14,0.6,-0.0176,93.410004,2.3684,45.75
10/29/2020,37.59,63.380001,239.34,298.36,0.6,-0.0176,93.959999,2.3684,45.75
10/30/2020,38.02,68.839996,434.66,277.43,0.6,0.4135,94.040001,2.3684,45.75
11/2/2020,37.13,66.730003,219.96,418.93,0.12,0.4135,94.050003,2.27552,45.75
11/3/2020,35.55,63.630001,70.42,335.3,0.12,0.4135,93.550003,2.27552,45.75
11/4/2020,29.57,54.529999,245.86,370.7,0.12,0.4135,93.410004,2.27552,45.75
11/5/2020,27.58,53.689999,204.6,303.07,0.12,0.4135,92.529999,2.27552,45.75
11/6/2020,24.86,55.75,99.96,390.29,0.12,-0.0761,92.230003,2.27552,45.75
11/9/2020,25.75,52.200001,90.23,254.34,0.12,-0.0761,92.730003,2.27552,45.75
11/10/2020,24.8,49.639999,51.71,192.03,0.12,-0.0761,92.75,2.27552,45.75
11/11/2020,23.45,49.240002,193.96,252.06,0.12,-0.0761,93.040001,2.27552,45.75
11/12/2020,25.35,50.900002,287.93,184.25,0.12,-0.0761,92.959999,2.27552,45.75
11/13/2020,23.1,48.240002,50,123.79,0.12,-0.5594,92.760002,2.27552,45.75
11/16/2020,22.45,46.889999,126.28,254.24,0.12,-0.5594,92.57,2.27552,45.75
11/17/2020,22.71,45.080002,66.24,196.81,0.12,-0.5594,92.419998,2.27552,45.75
11/18/2020,23.84,46.060001,54.92,154.81,0.12,-0.5594,92.32,2.27552,9.555
11/19/2020,23.11,46.34,63.19,224.65,0.12,-0.5594,92.290001,2.27552,46.17
11/20/2020,23.7,43.939999,86.34,230.2,0.12,-0.1358,92.389999,2.27552,25.725
11/23/2020,22.66,42.790001,277.39,415.59,0.12,-0.1358,92.510002,2.27552,39.015
11/24/2020,21.64,42.84,256.75,262.51,0.12,-0.1358,92.230003,2.27552,60.615
11/25/2020,21.25,43.560001,351.65,276.82,0.12,-0.1358,91.989998,2.27552,36.795
11/27/2020,20.84,46.209999,72.75,238.32,0.12,-0.3571,91.790001,2.27552,34.545
11/30/2020,20.57,47.369999,161.98,156.15,0.7,-0.3571,91.870003,2.27552,38.205
12/1/2020,20.77,47.810001,79.16,248.2,0.7,-0.3571,91.309998,2.5563,29.715
12/2/2020,21.17,45.68,32.94,156.7,0.7,-0.3571,91.120003,2.5563,37.785
12/3/2020,21.28,40.950001,23.74,189.91,0.7,-0.3571,90.709999,2.5563,78.69
12/4/2020,20.79,38.34,12.2,215.13,0.7,-0.4307,90.699997,2.5563,102.03
12/7/2020,21.3,37.68,122.81,269.89,0.7,-0.4307,90.790001,2.5563,56.535
12/8/2020,20.68,37.700001,53.54,259.64,0.7,-0.4307,90.970001,2.5563,51.375
12/9/2020,22.27,39.52,66.52,144.77,0.7,-0.4307,91.089996,2.5563,76.365
12/10/2020,22.52,39.700001,35.36,256.04,0.7,-0.4307,90.790001,2.5563,84.69
12/11/2020,23.31,39.509998,60.71,122.3,0.7,-0.3409,90.980003,2.5563,81.705
12/14/2020,24.72,39.959999,89.54,186.91,0.7,-0.3409,90.709999,2.5563,71.925
12/15/2020,22.89,39.34,65.98,139.29,0.7,-0.3409,90.470001,2.5563,84.975
12/16/2020,22.5,38.68,21.32,136.12,0.7,-0.3409,90.449997,2.5563,83.565
12/17/2020,21.93,36.860001,59.1,195.87,0.7,-0.3409,89.82,2.5563,102.555
12/18/2020,21.57,37.150002,77.51,146.67,0.7,-0.2893,90.019997,2.5563,79.92
12/21/2020,25.16,41.560001,35.35,246.79,0.7,-0.2893,90.040001,2.5563,82.56
12/22/2020,24.23,42.060001,28.13,147.55,0.7,-0.2893,90.650002,2.5563,81.63
12/23/2020,23.31,39.889999,24.47,291.07,0.7,-0.2893,90.410004,2.5563,58.83
12/24/2020,21.53,39.41,14.8,256.16,0.7,-0.2893,90.330002,2.5563,45.75
12/28/2020,21.7,39.669998,151.78,217.47,0.7,-0.346,90.339996,2.5563,45.75
12/29/2020,23.08,38.639999,101.83,286.36,0.7,-0.346,90.010002,2.5563,45.75
12/30/2020,22.77,38.009998,99.19,368.46,0.7,-0.346,89.629997,2.5563,45.75
12/31/2020,22.75,37.830002,42.09,307.12,1.64,-0.346,89.940002,2.5563,45.75
1/4/2021,26.97,42.119999,105.18,233.3,1.64,-0.4552,89.879997,4.07991,45.75
1/5/2021,25.34,40.389999,107.27,208.61,1.64,-0.4552,89.440002,4.07991,45.75
1/6/2021,25.07,39.310001,190.29,139.81,1.64,-0.4552,89.529999,4.07991,45.75
1/7/2021,22.37,36.060001,121.55,124.29,1.64,-0.4552,89.830002,4.07991,45.75
1/8/2021,21.56,36.650002,75.23,104.8,1.64,-0.4911,90.099998,4.07991,45.75
1/11/2021,24.08,35.310001,176.98,308.7,1.64,-0.4911,90.540001,4.07991,45.75
1/12/2021,23.33,33.849998,157.24,229.15,1.64,-0.4911,90.050003,4.07991,45.75
1/13/2021,22.21,36.790001,53.88,223.57,1.64,-0.4911,90.32,4.07991,45.75
1/14/2021,23.25,37.950001,46.44,157.94,1.64,-0.4911,90.239998,4.07991,45.75
1/15/2021,24.34,40.389999,84.08,149.93,1.64,-0.5291,90.779999,4.07991,45.75
1/19/2021,23.24,35.369999,40.8,170.18,1.64,-0.5291,90.5,4.07991,45.75
1/20/2021,21.58,35.669998,22.03,309.33,1.64,-0.5291,90.470001,4.07991,45.75
1/21/2021,21.32,35.049999,48.44,280.95,1.64,-0.5291,90.129997,4.07991,45.75
1/22/2021,21.91,36.25,12.4,192,1.64,-0.473,90.239998,4.07991,9.555
1/25/2021,23.19,38.02,17.74,241.85,1.64,-0.473,90.389999,4.07991,46.17
1/26/2021,23.02,37.130001,186.19,254.93,1.64,-0.473,90.169998,4.07991,25.725
1/27/2021,37.21,40.209999,188.69,251.13,1.64,-0.473,90.650002,4.07991,39.015
1/28/2021,30.21,40.450001,141.53,150,1.64,-0.473,90.459999,4.07991,60.615
1/29/2021,33.09,40.200001,85.59,248.96,1.64,-0.1553,90.580002,4.07991,36.795
2/1/2021,30.24,39.16,104.12,144.04,1.42,-0.1553,91.019997,5.02572,34.545
2/2/2021,25.56,38.619999,121.21,282.75,1.42,-0.1553,91.199997,5.02572,38.205
2/3/2021,22.91,37.110001,64.27,145.65,1.42,-0.1553,91.120003,5.02572,29.715
2/4/2021,21.77,35.369999,77.71,129.36,1.42,-0.1553,91.529999,5.02572,37.785
2/5/2021,20.87,34.939999,70.65,111.2,1.42,-0.5166,91.040001,5.02572,78.69
2/8/2021,21.24,34.48,116.37,232.61,1.42,-0.5166,90.93,5.02572,102.03
2/9/2021,21.63,33.540001,79.27,84.45,1.42,-0.5166,90.440002,5.02572,56.535
2/10/2021,21.99,33.77,55.35,113.01,1.42,-0.5166,90.370003,5.02572,51.375
2/11/2021,21.25,34.330002,46.27,121.93,1.42,-0.5166,90.419998,5.02572,76.365
2/12/2021,19.97,34.25,62.28,211.29,1.42,-0.6651,90.480003,5.02572,84.69
2/16/2021,21.46,35.130001,71.24,150.29,1.42,-0.6651,90.510002,5.02572,81.705
2/17/2021,21.5,36.900002,11.25,84.88,1.42,-0.6651,90.949997,5.02572,71.925
2/18/2021,22.49,37.900002,119,148.02,1.42,-0.6651,90.589996,5.02572,84.975
2/19/2021,22.05,37.759998,12.29,106.51,1.42,-0.5743,90.360001,5.02572,83.565
2/22/2021,23.45,38.57,16.66,132.3,1.42,-0.5743,90.010002,5.02572,102.555
2/23/2021,23.11,39.75,91.57,145.25,1.42,-0.5743,90.169998,5.02572,79.92
2/24/2021,21.34,39.580002,63.68,186.94,1.42,-0.5743,90.18,5.02572,82.56
2/25/2021,28.89,40.580002,45.56,124.74,1.42,-0.5743,90.129997,5.02572,81.63
2/26/2021,27.95,42.490002,49.19,223.25,1.42,-0.375,90.93,5.02572,58.83
3/1/2021,23.35,42.560001,170.05,257.79,1.89,-0.375,91.040001,7.97514,45.75
3/2/2021,24.1,40.959999,25.9,122,1.89,-0.375,90.790001,7.97514,45.75
3/3/2021,26.67,39.830002,43.87,103.44,1.89,-0.375,90.949997,7.97514,45.75
3/4/2021,28.57,37.27,33.79,76.48,1.89,-0.375,91.629997,7.97514,45.75
3/5/2021,24.66,36.610001,174.67,231.03,1.89,-0.3195,91.980003,7.97514,45.75
3/8/2021,25.47,38.889999,121.6,328.48,1.89,-0.3195,92.309998,7.97514,45.75
3/9/2021,24.03,37.970001,13.13,167.78,1.89,-0.3195,91.959999,7.97514,45.75
3/10/2021,22.56,37.560001,33,195.33,1.89,-0.3195,91.790001,7.97514,45.75
3/11/2021,21.91,37.860001,173.5,275.24,1.89,-0.3195,91.419998,7.97514,45.75
3/12/2021,20.69,37.509998,36.88,106.71,1.89,-0.444,91.68,7.97514,45.75
3/15/2021,20.03,39.380001,52.9,206.85,1.89,-0.444,91.830002,7.97514,45.75
3/16/2021,19.79,39.099998,13.66,87.46,1.89,-0.444,91.870003,7.97514,45.75
3/17/2021,19.23,37.400002,67.96,187.89,1.89,-0.444,91.400002,7.97514,45.75
3/18/2021,21.58,48.439999,46.48,180.02,1.89,-0.444,91.849998,7.97514,45.75
3/19/2021,20.95,44.380001,62.32,211.66,1.89,-0.4739,91.919998,7.97514,45.75
3/22/2021,18.88,40.279999,51.94,275.36,1.89,-0.4739,91.800003,7.97514,45.75
3/23/2021,20.3,48.619999,13.5,193.53,1.89,-0.4739,92.339996,7.97514,45.75
3/24/2021,21.2,64.910004,111.46,126.24,1.89,-0.4739,92.529999,7.97514,9.555
3/25/2021,19.81,49.880001,35.28,142.05,1.89,-0.4739,92.879997,7.97514,46.17
3/26/2021,18.86,44.93,37.47,108.99,1.89,-0.4493,92.769997,7.97514,25.725
3/29/2021,20.74,44.16,17.37,177.66,1.89,-0.4493,92.940002,7.97514,39.015
3/30/2021,19.61,41.459999,13.42,121.16,1.89,-0.4493,93.300003,7.97514,60.615
3/31/2021,19.4,45.650002,67.74,136.03,2.18,-0.4493,93.230003,7.97514,36.795
4/1/2021,17.33,40.150002,118.55,76.09,2.18,-0.4493,92.93,12.45597,34.545
4/5/2021,17.91,42,18.45,181.6,2.18,-0.6157,92.599998,12.45597,38.205
4/6/2021,18.12,42.41,41.76,125.46,2.18,-0.6157,92.339996,12.45597,29.715
4/7/2021,17.16,41.27,44.49,205.44,2.18,-0.6157,92.459999,12.45597,37.785
4/8/2021,16.95,40.700001,58.53,115.07,2.18,-0.6157,92.059998,12.45597,78.69
4/9/2021,16.69,39.189999,113.9,115.04,2.18,-0.6746,92.160004,12.45597,102.03
4/12/2021,16.91,37.040001,55.01,69.6,2.18,-0.6746,92.139999,12.45597,56.535
4/13/2021,16.65,35.200001,40.8,112.82,2.18,-0.6746,91.849998,12.45597,51.375
4/14/2021,16.99,35.700001,32.2,65.13,2.18,-0.6746,91.690002,12.45597,76.365
4/15/2021,16.57,34.200001,22.77,111.93,2.18,-0.6746,91.669998,12.45597,84.69
4/16/2021,16.25,32.790001,50.96,86.85,2.18,-0.6299,91.559998,12.45597,81.705
4/19/2021,17.29,35.07,121.44,92,2.18,-0.6299,91.07,12.45597,71.925
4/20/2021,18.68,35.68,39.79,89.99,2.18,-0.6299,91.239998,12.45597,84.975
4/21/2021,17.5,42.439999,33.63,100.71,2.18,-0.6299,91.160004,12.45597,83.565
4/22/2021,18.71,39.389999,58.7,70.82,2.18,-0.6299,91.330002,12.45597,102.555
4/23/2021,17.33,38.700001,136.04,102.84,2.18,-0.5796,90.860001,12.45597,79.92
4/26/2021,17.64,41.23,121.14,84.99,2.18,-0.5796,90.809998,12.45597,82.56
4/27/2021,17.56,38.439999,13.32,165.42,2.18,-0.5796,90.910004,12.45597,81.63
4/28/2021,17.28,36.419998,75.77,102.3,2.18,-0.5796,90.610001,12.45597,58.83
4/29/2021,17.61,36.369999,68.15,153.32,2.18,-0.5796,90.610001,12.45597,45.75
4/30/2021,18.61,38.389999,50.17,125.83,2.47,-0.7317,91.279999,12.45597,45.75
5/3/2021,18.31,40.150002,105.06,297.27,2.47,-0.7317,90.949997,14.83332,45.75
5/4/2021,19.48,37.150002,41.33,119.21,2.47,-0.7317,91.290001,14.83332,45.75
5/5/2021,19.15,38.330002,22.81,176.89,2.47,-0.7317,91.309998,14.83332,45.75
5/6/2021,18.39,37.740002,23.76,142.39,2.47,-0.7317,90.949997,14.83332,45.75
5/7/2021,16.69,37.630001,25.68,170.41,2.47,-0.7129,90.230003,14.83332,45.75
5/10/2021,19.66,37.990002,53.73,168.8,2.47,-0.7129,90.209999,14.83332,45.75
5/11/2021,21.84,37.93,41.19,175.89,2.47,-0.7129,90.139999,14.83332,45.75
5/12/2021,27.59,36.939999,10.97,78.7,2.47,-0.7129,90.709999,14.83332,45.75
5/13/2021,23.13,37.939999,11.46,94.65,2.47,-0.7129,90.75,14.83332,45.75
5/14/2021,18.81,36.459999,12.65,100.11,2.47,-0.6766,90.32,14.83332,45.75
5/17/2021,19.72,36.419998,35.94,128.94,2.47,-0.6766,90.220001,14.83332,45.75
5/18/2021,21.34,37.009998,67.26,96.41,2.47,-0.6766,89.75,14.83332,45.75
5/19/2021,22.18,38.82,111.45,147.69,2.47,-0.6766,90.190002,14.83332,45.75
5/20/2021,20.67,39.43,119.84,189.22,2.47,-0.6766,89.809998,14.83332,45.75
5/21/2021,20.15,39.34,106.1,108.94,2.47,-0.6186,90.019997,14.83332,45.75
5/24/2021,18.4,35.540001,17.97,183.43,2.47,-0.6186,89.830002,14.83332,45.75
5/25/2021,18.84,36.23,96.49,145.6,2.47,-0.6186,89.639999,14.83332,9.555
5/26/2021,17.36,33.889999,11.13,71.66,2.47,-0.6186,90.040001,14.83332,46.17
5/27/2021,16.74,33.630001,11.65,70.25,2.47,-0.6186,89.970001,14.83332,25.725
5/28/2021,16.76,33.540001,12.98,171.86,2.47,-0.6945,90.029999,14.83332,39.015
6/1/2021,17.9,33.43,15.62,176.43,2.96,-0.6945,89.830002,16.02306,60.615
6/2/2021,17.48,32.77,23.3,83.31,2.96,-0.6945,89.900002,16.02306,36.795
6/3/2021,18.04,33.889999,48.38,109.44,2.96,-0.6945,90.5,16.02306,34.545
6/4/2021,16.42,31.76,25.76,68,2.96,-0.7618,90.139999,16.02306,38.205
6/7/2021,16.42,31.700001,18.46,111.43,2.96,-0.7618,89.949997,16.02306,29.715
6/8/2021,17.07,31.950001,58.35,109.81,2.96,-0.7618,90.080002,16.02306,37.785
6/9/2021,17.89,31.790001,104.71,131.85,2.96,-0.7618,90.120003,16.02306,78.69
6/10/2021,16.1,33.029999,23.33,122.88,2.96,-0.7618,90.080002,16.02306,102.03
6/11/2021,15.65,32.549999,38.85,97.74,2.96,-0.6826,90.559998,16.02306,56.535
6/14/2021,16.39,33.130001,127.87,117.23,2.96,-0.6826,90.519997,16.02306,51.375
6/15/2021,17.02,31.559999,101.53,109.37,2.96,-0.6826,90.540001,16.02306,76.365
6/16/2021,18.15,33.830002,72.42,104.83,2.96,-0.6826,91.129997,16.02306,84.69
6/17/2021,17.75,36.84,50.22,94.44,2.96,-0.6826,91.889999,16.02306,81.705
6/18/2021,20.7,33.950001,80.87,142.32,2.96,-0.6683,92.230003,16.02306,71.925
6/21/2021,17.89,35.009998,38.46,174.11,2.96,-0.6683,91.860001,16.02306,84.975
6/22/2021,16.66,34.279999,14.72,100,2.96,-0.6683,91.730003,16.02306,83.565
6/23/2021,16.32,34.68,24.6,60.28,2.96,-0.6683,91.800003,16.02306,102.555
6/24/2021,15.97,32.049999,24.95,113.04,2.96,-0.6683,91.82,16.02306,79.92
6/25/2021,15.62,31.299999,13.7,92.88,2.96,-0.7515,91.809998,16.02306,82.56
6/28/2021,15.76,31.860001,38.74,168.47,2.96,-0.7515,91.879997,16.02306,81.63
6/29/2021,16.02,31.99,15.22,74.51,2.96,-0.7515,92.050003,16.02306,58.83
6/30/2021,15.83,32.740002,49.07,133.65,2.68,-0.7515,92.440002,16.02306,45.75
7/1/2021,15.48,32.470001,25.94,82.66,2.68,-0.7515,92.599998,15.8283,45.75
7/2/2021,15.07,32.869999,14.18,133.09,2.68,-0.7753,92.230003,15.8283,45.75
7/6/2021,16.44,37.59,34.18,199.58,2.68,-0.7753,92.550003,15.8283,45.75
7/7/2021,16.2,42.009998,38.01,57.23,2.68,-0.7753,92.639999,15.8283,45.75
7/8/2021,19,38.799999,38.62,67.69,2.68,-0.7753,92.360001,15.8283,45.75
7/9/2021,16.18,37.02,14.01,84.3,2.68,-0.5865,92.129997,15.8283,45.75
7/12/2021,16.17,38.73,40.16,144.11,2.68,-0.5865,92.230003,15.8283,45.75
7/13/2021,17.12,35.400002,61.89,192.35,2.68,-0.5865,92.75,15.8283,45.75
7/14/2021,16.33,38.200001,24.98,98.68,2.68,-0.5865,92.410004,15.8283,45.75
7/15/2021,17.01,38.040001,13.2,153.82,2.68,-0.5865,92.620003,15.8283,45.75
7/16/2021,18.45,37.150002,110.66,140.71,2.68,-0.7436,92.690002,15.8283,45.75
7/19/2021,22.5,46.360001,39.31,103.99,2.68,-0.7436,92.889999,15.8283,45.75
7/20/2021,19.73,52.259998,62.83,130.37,2.68,-0.7436,92.970001,15.8283,45.75
7/21/2021,17.91,42.91,85.79,185.19,2.68,-0.7436,92.75,15.8283,45.75
7/22/2021,17.69,36.439999,38.21,91.1,2.68,-0.7436,92.82,15.8283,45.75
7/23/2021,17.2,34.049999,13.58,138.66,2.68,-0.4412,92.910004,15.8283,45.75
7/26/2021,17.58,35.59,19.48,125.45,2.68,-0.4412,92.650002,15.8283,9.555
7/27/2021,19.36,35.139999,87.54,132.55,2.68,-0.4412,92.43,15.8283,46.17
7/28/2021,18.31,34.619999,110.3,152.66,2.68,-0.4412,92.32,15.8283,25.725
7/29/2021,17.7,33.360001,38.28,144.4,2.68,-0.4412,91.860001,15.8283,39.015
7/30/2021,18.24,32.849998,40.66,133.44,2.68,-0.6892,92.169998,15.8283,60.615
8/2/2021,19.46,36.23,19.41,124.58,2.95,-0.6892,92.050003,15.61599,36.795
8/3/2021,18.04,37.549999,14.74,77.81,2.95,-0.6892,92.080002,15.61599,34.545
8/4/2021,17.97,42.27,47.53,67.39,2.95,-0.6892,92.269997,15.61599,38.205
8/5/2021,17.28,39.09,99.84,179.01,2.95,-0.6892,92.239998,15.61599,29.715
8/6/2021,16.15,39.310001,13.48,107.12,2.95,-0.5932,92.800003,15.61599,37.785
8/9/2021,16.72,43.279999,138.86,134.96,2.95,-0.5932,92.949997,15.61599,78.69
8/10/2021,16.79,39.279999,28.72,399.87,2.95,-0.5932,93.059998,15.61599,102.03
8/11/2021,16.06,38.290001,72.58,96.07,2.95,-0.5932,92.910004,15.61599,56.535
8/12/2021,15.59,36.5,76.19,90.39,2.95,-0.5932,93.040001,15.61599,51.375
8/13/2021,15.45,35.91,13.42,101.4,2.95,-0.8572,92.519997,15.61599,76.365
8/16/2021,16.12,38.84,38.74,131.18,2.95,-0.8572,92.629997,15.61599,84.69
8/17/2021,17.91,39.5,201.68,113.72,2.95,-0.8572,93.129997,15.61599,81.705
8/18/2021,21.57,40.860001,69.6,113.23,2.95,-0.8572,93.139999,15.61599,71.925
8/19/2021,21.67,40.98,49.09,78.58,2.95,-0.8572,93.57,15.61599,84.975
8/20/2021,18.56,40.669998,13.35,85.35,2.95,-0.5173,93.5,15.61599,83.565
8/23/2021,17.15,38.669998,76.03,177.96,2.95,-0.5173,92.959999,15.61599,102.555
8/24/2021,17.22,36.790001,28.87,86.77,2.95,-0.5173,92.889999,15.61599,79.92
